code_uberon,name,synonym
UBERON:1500008,pelvic fin distal radial bone,""
UBERON:1500009,pelvic fin basipterygial radial,""
UBERON:1500010,pelvic fin middle radial bone,""
UBERON:1600006,paired fin radial element,""
UBERON:1600008,pelvic fin distal radial element,""
UBERON:1600009,obsolete pelvic fin basipterygial radial element,""
UBERON:1600010,pelvic fin middle radial element,""
UBERON:1700006,paired fin radial cartilage,""
UBERON:2000000,Brachet's cleft,""
UBERON:2000001,Kupffer's vesicle,""
UBERON:2000003,obsolete adaxial cell,"adaxial cells"
UBERON:2000004,anterior axial hypoblast,"pre-polster"
UBERON:2000006,ball,"yolk ball"
UBERON:2000023,obsolete forerunner cell group,"DFCs;dorsal forerunner cells;forerunner cells"
UBERON:2000033,intermediate cell mass of mesoderm,"ICM;intermediate cell mass of Oellacher;posterior intermediate cell mass"
UBERON:2000039,median axial vein,""
UBERON:2000040,median fin fold,"median fin;median fin-fold;median fin-folds"
UBERON:2000043,obsolete muscle pioneer somite 1,"muscle pioneers somite 1"
UBERON:2000044,myotome somite 14,""
UBERON:2000052,dorsal actinotrichium,"dorsal actinotrichia"
UBERON:2000058,polster,"pillow"
UBERON:2000068,neural plate proneural cluster,"neural plate proneural clusters;proneural cluster"
UBERON:2000070,obsolete sensory axons peripheral,""
UBERON:2000072,somite 1,""
UBERON:2000073,somite 5,""
UBERON:2000074,somite 26,""
UBERON:2000078,ventral actinotrichium,"ventral actinotrichia"
UBERON:2000083,ventral mesoderm,""
UBERON:2000084,yolk,""
UBERON:2000088,yolk syncytial layer,"periblast;YSL"
UBERON:2000089,actinotrichium,"actinotrichia"
UBERON:2000090,apical ectodermal ridge dorsal fin,""
UBERON:2000092,obsolete axis,"midline"
UBERON:2000093,obsolete blastomere,"blastomeres"
UBERON:2000096,cardinal system,""
UBERON:2000098,proliferative region,"cell cycle;cell division;proliferation"
UBERON:2000102,dorsal fin fold,"dorsal fin-fold"
UBERON:2000103,supramaxilla,""
UBERON:2000104,suprapreopercle,"supraopercle;supraopercular bone;suprapreopercles"
UBERON:2000106,extension,"yolk extension"
UBERON:2000116,macula lagena,""
UBERON:2000120,lateral line ganglion,"lateral line ganglia;LLG"
UBERON:2000125,mandibular lateral line neuromast,"neuromast mandibular;neuromasts mandibular"
UBERON:2000127,antorbital,"adnasal;lateral rostral;periorbital"
UBERON:2000136,otic lateral line neuromast,"neuromast otic;neuromasts otic"
UBERON:2000139,immature otolith,"immature otoliths"
UBERON:2000147,obsolete presumptive epidermis,""
UBERON:2000156,somite 20,""
UBERON:2000157,somite 30,""
UBERON:2000164,ventral mesenchyme,""
UBERON:2000165,inferior lobe,"inferior lobes"
UBERON:2000167,obsolete anal fin skeleton,""
UBERON:2000168,anterior macula,"am"
UBERON:2000171,interhyal bone,"stylohyal bone"
UBERON:2000174,caudal cerebellar tract,""
UBERON:2000175,posterior lateral line nerve,"caudal lateral line nerve"
UBERON:2000176,lateral entopeduncular nucleus,""
UBERON:2000177,caudal oblique,""
UBERON:2000178,caudal peduncle,""
UBERON:2000181,obsolete caudal zone of D,"posterior zone of dorsal telencephalic area"
UBERON:2000182,central caudal thalamic nucleus,"central posterior thalamic nucleus"
UBERON:2000183,central pretectum,""
UBERON:2000185,commissura rostral, pars ventralis,""
UBERON:2000187,lateral granular eminence,""
UBERON:2000188,corpus cerebelli,"cerebellar corpus;corpus cerebellum"
UBERON:2000193,diffuse nuclei,""
UBERON:2000194,dorsal accessory optic nucleus,""
UBERON:2000195,dorsal depressor muscle,""
UBERON:2000196,dorsal hypohyal bone,"dorsal hypohyals;dorsohyal;upper hypohyal"
UBERON:2000197,obsolete dorsal nucleus,""
UBERON:2000199,dorsal periventricular hypothalamus,""
UBERON:2000201,dorsal transverse,"transversus dorsalis"
UBERON:2000202,efferent portion of pharyngeal arch artery,"efferent branchial artery;efferent portion of branchial artery"
UBERON:2000203,rhinosphenoid,""
UBERON:2000205,external ventral flexor,""
UBERON:2000209,lateral preglomerular nucleus,""
UBERON:2000210,gigantocellular part of magnocellular preoptic nucleus,""
UBERON:2000211,gill lamella,"gill lamellae"
UBERON:2000212,granular eminence,""
UBERON:2000214,hypobranchial vessel,"hypobranchial vessels"
UBERON:2000216,infracarinalis,""
UBERON:2000221,internal levator,""
UBERON:2000222,isthmic primary nucleus,""
UBERON:2000223,infraorbital 1,"lachrymal;lachrymal bone;lacrimal bone;lacrymal;lacrymal bone;suborbital"
UBERON:2000224,quadrate ventral process,""
UBERON:2000225,lateral crista primordium,"lateral crista primordia"
UBERON:2000226,lateral ethmoid bone,"lateral ethmoids;parethmoïde;pleurethmoïde;éthmoïde latéral"
UBERON:2000228,lateral line primordium,"lateral line primordia;llp"
UBERON:2000230,longitudinal hypochordal,"hypochordal longitudinalis"
UBERON:2000232,lateral semicircular canal primordium,"lateral semicircular canal primordia"
UBERON:2000233,lower oral valve,""
UBERON:2000234,macula neglecta,""
UBERON:2000235,obsolete magnocellular superficial pretectal nucleus,""
UBERON:2000237,obsolete medial forebrain bundle diencephalon,""
UBERON:2000238,olfactory tract linking bulb to ipsilateral ventral telencephalon,""
UBERON:2000239,mesocoracoid bone,"mesocoracoideum"
UBERON:2000240,metapterygoid,"metapterygoids"
UBERON:2000241,midline column,""
UBERON:2000245,nucleus of the descending root,""
UBERON:2000246,obsolete nucleus taeniae,""
UBERON:2000248,magnocellular preoptic nucleus,""
UBERON:2000250,opercle,"opercles;operculare;operculum"
UBERON:2000251,adipose fin,""
UBERON:2000256,obsolete pars subcommissuralis of V,""
UBERON:2000259,mandibular lateral line,""
UBERON:2000261,pharyngohyoid,""
UBERON:2000264,preopercle,"preopercles;preoperculum"
UBERON:2000265,obsolete presumptive dorsal mesoderm,""
UBERON:2000266,obsolete pretecto-mamillary tract,"pretectomamillary tract"
UBERON:2000267,primary olfactory fiber layer,""
UBERON:2000268,anal fin proximal radial bone,"basal radial of anal fin;proximal anal-fin radial"
UBERON:2000269,inferior ventral flexor,""
UBERON:2000271,radial bone,"actinost;radials"
UBERON:2000274,rostral octaval nerve sensory nucleus,""
UBERON:2000276,rostrolateral thalamic nucleus of Butler & Saidel,""
UBERON:2000278,secondary gustatory nucleus medulla oblongata,""
UBERON:2000280,medial division,""
UBERON:2000281,obsolete hair cell posterior macula,"sensory hair cells posterior macula"
UBERON:2000283,obsolete sternohyoid,""
UBERON:2000284,subopercle,"subopercles"
UBERON:2000285,superficial adductor,""
UBERON:2000286,superficial lateralis (teleost),""
UBERON:2000287,superior dorsal flexor,""
UBERON:2000288,supracarinalis,""
UBERON:2000289,preopercle horizontal limb,"preopercle horizontal arm;preopercle lower limb"
UBERON:2000291,medial octavolateralis nucleus,""
UBERON:2000293,synencephalon,""
UBERON:2000294,torus lateralis,""
UBERON:2000296,uncrossed tecto-bulbar tract,""
UBERON:2000297,vagal lobe,"nX"
UBERON:2000298,vent,""
UBERON:2000299,obsolete ventral entopeduncular nucleus V,""
UBERON:2000300,ventral hypohyal bone,"lower hypohyal;ventral hypohyals;ventrohyal"
UBERON:2000302,obsolete ventral nucleus,""
UBERON:2000305,ventral sulcus,""
UBERON:2000307,vestibulolateralis lobe,""
UBERON:2000309,external yolk syncytial layer,"E-YSL"
UBERON:2000311,adductor mandibulae complex,""
UBERON:2000313,anal inclinator,""
UBERON:2000315,asteriscus,"lagenar otolith;lagenolith"
UBERON:2000318,brainstem and spinal white matter,"brain stem/spinal tracts and commissures"
UBERON:2000319,branchiostegal membrane,""
UBERON:2000321,caudal levator,""
UBERON:2000322,caudal octaval nerve sensory nucleus,""
UBERON:2000324,caudal periventricular hypothalamus,""
UBERON:2000331,obsolete commissure infima of Haller,""
UBERON:2000335,crossed tecto-bulbar tract,""
UBERON:2000336,preopercle vertical limb,"ascending arm of preopercle;preopercle upper limb;preopercle vertical arm"
UBERON:2000337,basioccipital posterodorsal region,""
UBERON:2000340,obsolete dorsal entopeduncular nucleus,""
UBERON:2000341,dorsal flexor,""
UBERON:2000342,dorsal inclinator muscle,""
UBERON:2000343,obsolete dorsal nucleus of V,""
UBERON:2000347,dorsal zone of median tuberal portion of hypothalamus,""
UBERON:2000348,exoccipital posteroventral region,""
UBERON:2000349,epaxialis,""
UBERON:2000350,epipleural,"epipleurals;pleuroïde;épipleural;épipleure"
UBERON:2000352,external cellular layer,""
UBERON:2000356,gill raker,"branchiocténie;branchiospine;gill rakers;gill-raker;gillraker"
UBERON:2000358,granular layer corpus cerebelli,""
UBERON:2000362,hypaxialis,""
UBERON:2000363,hypobranchial bone,""
UBERON:2000364,hypural,"hyp;hypuralia;hypurals"
UBERON:2000371,internal pharyngoclavicularis,""
UBERON:2000372,interpeduncular nucleus medulla oblongata,""
UBERON:2000373,dorsal fin actinotrichium,""
UBERON:2000375,anal fin actinotrichium,""
UBERON:2000376,infraorbital,"circumorbital series;circumorbitals;infraorbital series;infraorbitals"
UBERON:2000379,obsolete lateral forebrain bundle diencephalon,""
UBERON:2000381,lateral line sensory nucleus,""
UBERON:2000384,levator arcus palatini,""
UBERON:2000387,obsolete nucleus motorius of nervi vagi,""
UBERON:2000388,medial caudal lobe,""
UBERON:2000389,medial funicular nucleus medulla oblongata,""
UBERON:2000390,medial preglomerular nucleus,""
UBERON:2000391,obsolete medial zone of D,""
UBERON:2000392,median tuberal portion,""
UBERON:2000394,molecular layer corpus cerebelli,""
UBERON:2000395,obsolete muscle pioneer somite 2,"muscle pioneers somite 2"
UBERON:2000397,nucleus subglomerulosis,""
UBERON:2000398,nucleus isthmi,""
UBERON:2000399,secondary gustatory nucleus trigeminal nuclei,""
UBERON:2000401,octaval nerve sensory nucleus,""
UBERON:2000406,obsolete parvocellular superficial pretectal nucleus,""
UBERON:2000408,periventricular nucleus of caudal tuberculum,""
UBERON:2000410,postcleithrum,"métacleithrum;métaclithrum;paraclithrum;postclavicle;postcleithra;postcleithrum"
UBERON:2000411,posterior crista primordium,"posterior crista primordia"
UBERON:2000412,posterior semicircular canal primordium,"posterior semicircular canal primordia"
UBERON:2000414,presumptive cephalic mesoderm,""
UBERON:2000419,pterosphenoid,"alisphenoid;pterosphenoids"
UBERON:2000422,retroarticular,""
UBERON:2000424,opercular lateral line,""
UBERON:2000425,anterior lateral line nerve,"rostral lateral line nerve"
UBERON:2000426,rostral parvocellular preoptic nucleus,""
UBERON:2000429,scaphium,"second Weberian ossicle;Weberian ossicle 2"
UBERON:2000430,secondary gustatory tract,""
UBERON:2000437,caudal fin actinotrichium,""
UBERON:2000438,parhypural,"hemal spine of preural centrum 1;parahypural;parhypural;parhypural hypaxonal;parhyural;phy;prohypural"
UBERON:2000439,superficial pelvic abductor,""
UBERON:2000440,superior raphe nucleus,"anterior raphe nucleus"
UBERON:2000442,supraneural bone,"axonoste libre;predorsal;predorsal bone;pseudaxonoste;sn;supraneural;supraneurals"
UBERON:2000448,tertiary gustatory nucleus,""
UBERON:2000449,torus longitudinalis,""
UBERON:2000451,upper oral valve,""
UBERON:2000452,urohyal,"clidoste;interclaviculaire;jugulaire;parurohyal;urohyal"
UBERON:2000454,ventral accessory optic nucleus,""
UBERON:2000455,ventral flexor,""
UBERON:2000456,obsolete ventral nucleus of V,""
UBERON:2000459,ventromedial thalamic nucleus,""
UBERON:2000460,adipose fin actinotrichium,""
UBERON:2000461,Weberian ossicle,"Weberian ossicles"
UBERON:2000462,abductor hyohyoid,""
UBERON:2000463,obsolete adductor,""
UBERON:2000464,otic lateral line,""
UBERON:2000465,adductor operculi,""
UBERON:2000466,anal depressor,""
UBERON:2000468,anterior crista primordium,"anterior crista primordia"
UBERON:2000469,anterior semicircular canal primordium,"anterior semicircular canal primordia"
UBERON:2000474,intercalar,"opisthotic"
UBERON:2000475,paraventricular organ,""
UBERON:2000476,branchiostegal ray,"branchiostegal rays"
UBERON:2000479,caudal mesencephalo-cerebellar tract,""
UBERON:2000480,caudal octavolateralis nucleus,""
UBERON:2000481,caudal preglomerular nucleus,""
UBERON:2000482,caudal tuberal nucleus,"posterior tuberal nucleus"
UBERON:2000484,celiacomesenteric artery,""
UBERON:2000485,central nucleus inferior lobe,"central nucleus inferior lobes"
UBERON:2000487,obsolete central zone of D,""
UBERON:2000488,ceratobranchial bone,"ceratobranchials"
UBERON:2000491,obsolete commissure of the caudal tuberculum,""
UBERON:2000492,coracoradialis,""
UBERON:2000493,obsolete decussation of medial funicular nucleus,""
UBERON:2000495,infraorbital 5,"dermosphenotic"
UBERON:2000497,pelvic adductor profundus,""
UBERON:2000498,dilatator operculi,"dilator operculi"
UBERON:2000499,dorsal arrector,""
UBERON:2000500,dorsal erector muscle,""
UBERON:2000502,dorsal motor nucleus trigeminal nerve,"motor nucleus V;nV"
UBERON:2000503,dorsal oblique branchial muscle,"dorsal oblique branchial muscles;obliquues dorsalis;obliquus dorsalis" EXACT [] {comment="https://doi.org/10.1093/sysbio/sys060"
UBERON:2000504,dorsal retractor,""
UBERON:2000506,obsolete dorsal zone of D,""
UBERON:2000507,epineural,""
UBERON:2000508,pelvic fin radial bone,"pelvic actinost;pelvic radial"
UBERON:2000510,external levatores,""
UBERON:2000512,facial lobe,""
UBERON:2000513,obsolete fast muscle cell somite 1,"fast muscle cells somite 1"
UBERON:2000516,periventricular grey zone,""
UBERON:2000517,glossopharyngeal lobe,""
UBERON:2000520,obsolete horizontal commissure,""
UBERON:2000522,inferior hyohyoid,""
UBERON:2000523,inferior reticular formation,""
UBERON:2000525,intercalarium,"third Weberian ossicle;Weberian ossicle 3"
UBERON:2000526,intermuscular bone,"métamyoste;métaxymyoste;os intermusculaire"
UBERON:2000527,pharyngobranchial bone,"infrapharyngobranchial;infrapharyngobranchial bone;pharyngobranchials"
UBERON:2000528,interradialis,""
UBERON:2000530,lapillus,"utricular otolith;utriculith"
UBERON:2000532,lateral division,""
UBERON:2000534,obsolete lateral longitudinal fasciculus,"lateral longitundinal fasciculus"
UBERON:2000536,obsolete lateral zone of D,""
UBERON:2000540,magnocellular octaval nucleus,""
UBERON:2000541,obsolete marginal blastomere,"marginal blastomeres"
UBERON:2000542,medial column,""
UBERON:2000544,pectoral fin actinotrichium,""
UBERON:2000549,posttemporal,"post-temporal;postemporal;posttemporale;suprascapula"
UBERON:2000551,nucleus lateralis valvulae,""
UBERON:2000555,opercular flap,"gill cover;opercular apparatus;operculum"
UBERON:2000557,preural 1 vertebra,"penultimate vertebra;preural centrum 1;pu1;second last vertebra"
UBERON:2000558,posterior macula,"pm;posteromedial macula"
UBERON:2000564,pelvic abductor profundus,""
UBERON:2000571,obsolete presumptive telencephalon,""
UBERON:2000573,internal cellular layer,""
UBERON:2000576,pterotic,"autopterotic"
UBERON:2000579,rostral mesencephalo-cerebellar tract,""
UBERON:2000580,rostral preglomerular nucleus,""
UBERON:2000581,rostral tuberal nucleus,"anterior tuberal nucleus"
UBERON:2000582,saccus dorsalis,""
UBERON:2000585,kinethmoid cartilage,"kinethmoideum cartilage"
UBERON:2000586,preural 2 vertebra,"antepenultimate vertebra;preural centrum 2;pu2;third last vertebra"
UBERON:2000587,sphenotic,"autosphenotic;sphenotics"
UBERON:2000589,sulcus ypsiloniformis,""
UBERON:2000592,superficial pelvic adductor,""
UBERON:2000593,superior reticular formation medial column,""
UBERON:2000594,supracleithrum,"hypercleithrum;supracleithra;supracleithrum;épiclithrum"
UBERON:2000596,pelvic fin actinotrichium,""
UBERON:2000597,obsolete telencephalic tracts,""
UBERON:2000599,torus semicircularis,""
UBERON:2000601,obsolete pretectal periventricular nucleus,""
